file_name,is_real_vulnerability,error,correct_cwe,matched_cwe,direct_match,tp,fp,tn,fn,found_cwes,input_token,input_cost,reasoning_token,reasoning_cost,output_token,output_cost,total_cost,analysis_time
BenchmarkTest00001.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-209",713,0.00089125,3264,0.03264,18,0.00018,0.03371125,98.15274357795715
BenchmarkTest00002.java,1,0,CWE-22,CWE-22,1,1,0,0,0,CWE-22,604,0.000755,2880,0.0288,14,0.00014,0.029695,75.74323201179504
BenchmarkTest00003.java,1,0,CWE-328,,,0,0,0,1,CWE-1004,874,0.0010925,4608,0.04608,15,0.00015,0.0473225,106.61015820503236
BenchmarkTest00005.java,1,0,CWE-327,CWE-327,1,1,0,0,0,CWE-327,810,0.0010125,2816,0.02816,14,0.00014,0.0293125,126.28657221794128
BenchmarkTest00006.java,1,0,CWE-78,CWE-78,1,1,0,0,0,CWE-78,471,0.00058875,1408,0.01408,14,0.00014,0.01480875,61.71984624862671
BenchmarkTest00007.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-427,CWE-209",434,0.0005425,5120,0.0512,22,0.00022,0.0519625,159.8488097190857
BenchmarkTest00008.java,1,0,CWE-89,CWE-89,1,1,0,0,0,CWE-89,429,0.00053625,1216,0.01216,14,0.00014,0.01283625,54.97049164772034
BenchmarkTest00009.java,0,0,CWE-328,,,0,0,1,0,Not vulnerable,847,0.00105875,3840,0.0384,12,0.00012,0.0395787499999999,115.19861578941344
BenchmarkTest00010.java,0,0,CWE-330,CWE-330,1,0,1,0,0,CWE-330,782,0.0009775,3200,0.032,14,0.00014,0.0331175,81.96161770820618
BenchmarkTest00011.java,1,0,CWE-22,,,0,0,0,1,Not vulnerable,424,0.00053,1920,0.0192,12,0.00012,0.0198499999999999,55.93532752990723
BenchmarkTest00012.java,1,0,CWE-90,CWE-90,1,1,0,0,0,CWE-90,732,0.000915,1600,0.016,14,0.00014,0.017055,46.54407358169556
BenchmarkTest00013.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-134",357,0.00044625,1344,0.01344,18,0.00018,0.01406625,48.119744300842285
