file_name,is_real_vulnerability,error,correct_cwe,matched_cwe,direct_match,tp,fp,tn,fn,found_cwes,input_token,input_cost,reasoning_token,reasoning_cost,output_token,output_cost,total_cost,analysis_time
BenchmarkTest00001.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-614",1001.0,0.001486485,0.0,0.0,9.0,4.104e-05,0.001527525,1.7363500595092771
BenchmarkTest00002.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-1004,CWE-20",892.0,0.00132462,0.0,0.0,14.0,6.384e-05,0.00138846,6.894232034683228
BenchmarkTest00003.java,1,0,CWE-328,,,0,0,0,1,"CWE-312,CWE-200,CWE-22,CWE-209",1179.0,0.001750815,0.0,0.0,17.0,7.751999999999999e-05,0.001828335,6.934827566146851
BenchmarkTest00005.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-312,CWE-22,CWE-79,CWE-200",1119.0,0.001661715,0.0,0.0,21.0,9.576e-05,0.001757475,1.1244585514068604
BenchmarkTest00006.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-113",747.0,0.001109295,0.0,0.0,9.0,4.104e-05,0.001150335,1.0372028350830078
BenchmarkTest00007.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-116",714.0,0.00106029,0.0,0.0,9.0,4.104e-05,0.00110133,0.9481151103973388
BenchmarkTest00008.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-113",718.0,0.00106623,0.0,0.0,9.0,4.104e-05,0.00110727,0.9559164047241212
BenchmarkTest00009.java,0,0,CWE-328,,,0,0,1,0,"CWE-200,CWE-22,CWE-209",1151.0,0.001709235,0.0,0.0,13.0,5.928e-05,0.001768515,1.072427749633789
BenchmarkTest00010.java,0,0,CWE-330,CWE-330,1,0,1,0,0,CWE-330,1059.0,0.001572615,0.0,0.0,5.0,2.28e-05,0.001595415,2.278451442718506
BenchmarkTest00011.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-79",700.0,0.0010395,0.0,0.0,9.0,4.104e-05,0.00108054,3.350841760635376
BenchmarkTest00012.java,1,0,CWE-90,CWE-90,1,1,0,0,0,"CWE-90,CWE-113",1069.0,0.001587465,0.0,0.0,9.0,4.104e-05,0.001628505,2.2434637546539307
BenchmarkTest00013.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-113",637.0,0.000945945,0.0,0.0,9.0,4.104e-05,0.000986985,2.728977918624878
BenchmarkTest00014.java,1,0,CWE-79,,,0,0,0,1,CWE-134,630.0,0.00093555,0.0,0.0,5.0,2.28e-05,0.00095835,2.677858352661133
BenchmarkTest00015.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-20",760.0,0.0011286,0.0,0.0,9.0,4.104e-05,0.00116964,1.994441270828247
BenchmarkTest00016.java,0,0,CWE-614,,,0,0,1,0,"CWE-20,CWE-79,CWE-1004",834.0,0.00123849,0.0,0.0,14.0,6.384e-05,0.00130233,1.2309753894805908
BenchmarkTest00017.java,1,0,CWE-78,CWE-78,1,1,0,0,0,"CWE-78,CWE-116",733.0,0.001088505,0.0,0.0,9.0,4.104e-05,0.001129545,1.102748155593872
BenchmarkTest00018.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-113",722.0,0.00107217,0.0,0.0,9.0,4.104e-05,0.00111321,1.295886754989624
BenchmarkTest00019.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-312,CWE-22,CWE-209",1071.0,0.001590435,0.0,0.0,17.0,7.751999999999999e-05,0.001667955,1.1460838317871094
BenchmarkTest00020.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-329,CWE-330,CWE-312,CWE-22",1454.0,0.00215919,0.0,0.0,21.0,9.576e-05,0.00225495,1.117081642150879
BenchmarkTest00021.java,1,0,CWE-90,CWE-90,1,1,0,0,0,"CWE-90,CWE-113",1001.0,0.001486485,0.0,0.0,9.0,4.104e-05,0.001527525,0.9373989105224608
BenchmarkTest00022.java,0,0,CWE-328,,,0,0,1,0,"CWE-22,CWE-200,CWE-209",946.0,0.00140481,0.0,0.0,13.0,5.928e-05,0.00146409,1.1658990383148191
BenchmarkTest00023.java,1,0,CWE-330,CWE-330,1,1,0,0,0,"CWE-330,CWE-614",950.0,0.00141075,0.0,0.0,9.0,4.104e-05,0.00145179,1.1233766078948977
BenchmarkTest00024.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",753.0,0.001118205,0.0,0.0,9.0,4.104e-05,0.001159245,1.0431897640228271
BenchmarkTest00025.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",734.0,0.00108999,0.0,0.0,9.0,4.104e-05,0.00113103,1.2003967761993408
BenchmarkTest00026.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",788.0,0.00117018,0.0,0.0,9.0,4.104e-05,0.00121122,1.2014732360839844
BenchmarkTest00027.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",684.0,0.00101574,0.0,0.0,9.0,4.104e-05,0.00105678,0.992720365524292
BenchmarkTest00028.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-79",740.0,0.0010989,0.0,0.0,9.0,4.104e-05,0.00113994,1.2082064151763916
BenchmarkTest00029.java,1,0,CWE-328,,,0,0,0,1,"CWE-22,CWE-200,CWE-209",1026.0,0.00152361,0.0,0.0,13.0,5.928e-05,0.00158289,1.2109043598175049
BenchmarkTest00030.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-113",620.0,0.0009207,0.0,0.0,9.0,4.104e-05,0.00096174,1.1336922645568848
BenchmarkTest00032.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",748.0,0.00111078,0.0,0.0,9.0,4.104e-05,0.00115182,0.9602658748626708
BenchmarkTest00033.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",819.0,0.001216215,0.0,0.0,9.0,4.104e-05,0.001257255,1.120917797088623
BenchmarkTest00034.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",728.0,0.00108108,0.0,0.0,9.0,4.104e-05,0.00112212,1.3479065895080566
BenchmarkTest00035.java,1,0,CWE-327,CWE-327,1,1,0,0,0,"CWE-327,CWE-312,CWE-22,CWE-79",1189.0,0.001765665,0.0,0.0,17.0,7.751999999999999e-05,0.001843185,1.5013957023620603
BenchmarkTest00036.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-117",706.0,0.00104841,0.0,0.0,9.0,4.104e-05,0.00108945,2.885260820388794
BenchmarkTest00037.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",853.0,0.001266705,0.0,0.0,9.0,4.104e-05,0.001307745,2.130309820175171
BenchmarkTest00038.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",976.0,0.00144936,0.0,0.0,9.0,4.104e-05,0.0014904,2.600512742996216
BenchmarkTest00039.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",862.0,0.00128007,0.0,0.0,9.0,4.104e-05,0.00132111,2.3187031745910645
BenchmarkTest00040.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-79",690.0,0.00102465,0.0,0.0,9.0,4.104e-05,0.00106569,1.5937058925628662
BenchmarkTest00041.java,1,0,CWE-79,CWE-79,1,1,0,0,0,"CWE-79,CWE-113",636.0,0.00094446,0.0,0.0,9.0,4.104e-05,0.0009855,1.1647734642028809
BenchmarkTest00042.java,0,0,CWE-330,CWE-330,1,0,1,0,0,CWE-330,1004.0,0.00149094,0.0,0.0,5.0,2.28e-05,0.00151374,1.3599982261657717
BenchmarkTest00043.java,1,0,CWE-89,CWE-89,1,1,0,0,0,"CWE-89,CWE-209",725.0,0.001076625,0.0,0.0,9.0,4.104e-05,0.001117665,1.326344013214111
BenchmarkTest00044.java,1,0,CWE-90,CWE-90,1,1,0,0,0,"CWE-90,CWE-113",1001.0,0.001486485,0.0,0.0,9.0,4.104e-05,0.001527525,0.9772450923919678
BenchmarkTest00045.java,1,0,CWE-22,CWE-22,1,1,0,0,0,"CWE-22,CWE-79",691.0,0.001026135,0.0,0.0,9.0,4.104e-05,0.001067175,1.2650632858276367
BenchmarkTest00046.java,1,0,CWE-328,CWE-328,1,1,0,0,0,"CWE-328,CWE-22,CWE-79",967.0,0.001435995,0.0,0.0,13.0,5.928e-05,0.001495275,1.0766868591308594
