file_name,error,cwes,input_token,input_cost,reasoning_token,reasoning_cost,output_token,output_cost,total_cost,analysis_time
BenchmarkTest00147.java,0,Not vulnerable,421,0.00010525,512,0.001024,12,2.4e-05,0.00115325,18.19768452644348
BenchmarkTest00136.java,0,Not vulnerable,546,0.0001365,448,0.000896,12,2.4e-05,0.0010565,18.43680739402771
BenchmarkTest00048.java,0,CWE-79,470,0.0001175,576,0.001152,14,2.8e-05,0.0012975,19.003549814224243
BenchmarkTest00041.java,0,CWE-79,355,8.875e-05,448,0.000896,14,2.8e-05,0.00101275,19.24185800552368
BenchmarkTest00052.java,0,CWE-89,456,0.000114,576,0.001152,14,2.8e-05,0.001294,19.605306386947632
BenchmarkTest00015.java,0,"CWE-78,CWE-79",483,0.00012075,512,0.001024,18,3.6e-05,0.00118075,19.746419191360474
BenchmarkTest00177.java,0,Not vulnerable,506,0.0001265,576,0.001152,12,2.4e-05,0.0013025,19.594406604766846
BenchmarkTest00013.java,0,"CWE-79,CWE-134",357,8.925e-05,640,0.00128,18,3.6e-05,0.00140525,19.795461177825928
BenchmarkTest00159.java,0,"CWE-78,CWE-79",502,0.0001255,640,0.00128,18,3.6e-05,0.0014415,19.711744785308838
BenchmarkTest00044.java,0,"CWE-90,CWE-79,CWE-200",672,0.000168,576,0.001152,23,4.6e-05,0.001366,19.83268094062805
BenchmarkTest00158.java,0,Not vulnerable,508,0.000127,576,0.001152,12,2.4e-05,0.001303,19.711744785308838
BenchmarkTest00040.java,0,"CWE-22,CWE-200",409,0.00010225,768,0.001536,18,3.6e-05,0.00167425,19.9046151638031
BenchmarkTest00191.java,0,Not vulnerable,542,0.0001355,768,0.001536,12,2.4e-05,0.0016955,19.833145141601562
BenchmarkTest00196.java,0,CWE-89,488,0.000122,576,0.001152,14,2.8e-05,0.001302,19.876749753952026
BenchmarkTest00156.java,0,CWE-79,401,0.00010025,576,0.001152,14,2.8e-05,0.0012802500000000001,20.0599422454834
BenchmarkTest00011.java,0,"CWE-22,CWE-200",424,0.000106,704,0.001408,18,3.6e-05,0.00155,20.24805450439453
BenchmarkTest00153.java,0,CWE-79,417,0.00010425,448,0.000896,14,2.8e-05,0.00102825,20.184616565704346
BenchmarkTest00135.java,0,Not vulnerable,509,0.00012725,512,0.001024,12,2.4e-05,0.0011752499999999999,20.46347141265869
BenchmarkTest00192.java,0,CWE-89,538,0.0001345,704,0.001408,14,2.8e-05,0.0015705,20.651886463165283
BenchmarkTest00024.java,0,CWE-89,451,0.00011275,704,0.001408,14,2.8e-05,0.00154875,20.82250666618347
BenchmarkTest00144.java,0,"CWE-79,CWE-134",413,0.00010325,576,0.001152,18,3.6e-05,0.00129125,20.70400357246399
BenchmarkTest00199.java,0,"CWE-89,CWE-209",514,0.0001285,512,0.001024,18,3.6e-05,0.0011884999999999999,20.726794958114624
BenchmarkTest00148.java,0,CWE-79,387,9.675e-05,832,0.001664,14,2.8e-05,0.00178875,21.332655906677246
BenchmarkTest00100.java,0,CWE-89,715,0.00017875,704,0.001408,14,2.8e-05,0.00161475,21.400474309921265
BenchmarkTest00194.java,0,CWE-89,507,0.00012675,576,0.001152,14,2.8e-05,0.00130675,21.311817169189453
BenchmarkTest00047.java,0,"CWE-79,CWE-134",475,0.00011875,768,0.001536,18,3.6e-05,0.00169075,21.451387405395508
BenchmarkTest00131.java,0,Not vulnerable,499,0.00012475,512,0.001024,12,2.4e-05,0.00117275,21.368357181549072
BenchmarkTest00132.java,0,Not vulnerable,655,0.00016375,960,0.00192,12,2.4e-05,0.0021077500000000002,21.36953592300415
BenchmarkTest00033.java,0,"CWE-89,CWE-200",532,0.000133,896,0.001792,18,3.6e-05,0.001961,21.462942123413086
BenchmarkTest00021.java,0,"CWE-90,CWE-79",673,0.00016825,640,0.00128,18,3.6e-05,0.0014842500000000001,21.47608971595764
BenchmarkTest00027.java,0,"CWE-89,CWE-79,CWE-200",399,9.975e-05,640,0.00128,22,4.4e-05,0.00142375,21.472087144851685
BenchmarkTest00154.java,0,CWE-79,425,0.00010625,640,0.00128,14,2.8e-05,0.0014142500000000001,21.337329149246216
BenchmarkTest00193.java,0,CWE-89,491,0.00012275,832,0.001664,14,2.8e-05,0.00181475,21.319186210632324
BenchmarkTest00205.java,0,"CWE-89,CWE-79,CWE-200",506,0.0001265,704,0.001408,22,4.4e-05,0.0015785,21.321848154067993
BenchmarkTest00036.java,0,"CWE-79,CWE-116",432,0.000108,896,0.001792,18,3.6e-05,0.001936,21.943882703781128
BenchmarkTest00006.java,0,"CWE-78,CWE-79,CWE-20,CWE-200",471,0.00011775,1024,0.002048,26,5.2e-05,0.0022177499999999997,21.97509527206421
BenchmarkTest00038.java,0,"CWE-89,CWE-200",674,0.0001685,832,0.001664,18,3.6e-05,0.0018685,21.947738647460938
BenchmarkTest00026.java,0,"CWE-89,CWE-209",499,0.00012475,832,0.001664,18,3.6e-05,0.00182475,21.96222758293152
BenchmarkTest00137.java,0,Not vulnerable,679,0.00016975,640,0.00128,12,2.4e-05,0.00147375,21.838136911392212
BenchmarkTest00197.java,0,Not vulnerable,675,0.00016875,896,0.001792,12,2.4e-05,0.00198475,21.806905031204224
BenchmarkTest00201.java,0,Not vulnerable,691,0.00017275,832,0.001664,12,2.4e-05,0.0018607499999999998,21.80375599861145
BenchmarkTest00030.java,0,"CWE-134,CWE-79",347,8.675e-05,704,0.001408,18,3.6e-05,0.00153075,21.95980167388916
BenchmarkTest00017.java,0,CWE-78,451,0.00011275,640,0.00128,14,2.8e-05,0.0014207500000000001,21.97495198249817
BenchmarkTest00025.java,0,"CWE-89,CWE-200,CWE-209",448,0.000112,1024,0.002048,22,4.4e-05,0.0022040000000000002,21.96832847595215
BenchmarkTest00155.java,0,"CWE-79,CWE-116",363,9.075e-05,704,0.001408,18,3.6e-05,0.0015347499999999999,21.832505702972412
BenchmarkTest00016.java,0,CWE-113,554,0.0001385,1152,0.002304,15,3e-05,0.0024725000000000003,22.12069082260132
BenchmarkTest00108.java,0,CWE-89,686,0.0001715,1088,0.002176,14,2.8e-05,0.0023754999999999996,22.42794418334961
BenchmarkTest00043.java,0,"CWE-89,CWE-79,CWE-209",434,0.0001085,832,0.001664,22,4.4e-05,0.0018165,22.487431287765503
BenchmarkTest00014.java,0,"CWE-134,CWE-79",354,8.85e-05,896,0.001792,18,3.6e-05,0.0019165,22.513209581375122
BenchmarkTest00176.java,0,"CWE-78,CWE-79",471,0.00011775,832,0.001664,18,3.6e-05,0.00181775,22.36238670349121
BenchmarkTest00008.java,0,"CWE-89,CWE-209,CWE-772",429,0.00010725,896,0.001792,22,4.4e-05,0.0019432499999999999,22.5264630317688
BenchmarkTest00051.java,0,"CWE-78,CWE-79",461,0.00011525,832,0.001664,18,3.6e-05,0.0018152499999999998,22.48935580253601
BenchmarkTest00175.java,0,Not vulnerable,532,0.000133,704,0.001408,12,2.4e-05,0.001565,22.366033792495728
BenchmarkTest00152.java,0,CWE-79,427,0.00010675,768,0.001536,14,2.8e-05,0.0016707500000000001,22.37858510017395
BenchmarkTest00045.java,0,"CWE-22,CWE-73",413,0.00010325,960,0.00192,18,3.6e-05,0.00205925,22.49737858772278
BenchmarkTest00012.java,0,"CWE-90,CWE-79",732,0.000183,896,0.001792,18,3.6e-05,0.002011,22.527570486068726
BenchmarkTest00202.java,0,Not vulnerable,673,0.00016825,768,0.001536,12,2.4e-05,0.00172825,22.891441583633423
BenchmarkTest00145.java,0,"CWE-79,CWE-134",435,0.00010875,576,0.001152,18,3.6e-05,0.00129675,22.92721438407898
BenchmarkTest00151.java,0,Not vulnerable,414,0.0001035,1152,0.002304,12,2.4e-05,0.0024315,22.926090717315674
BenchmarkTest00157.java,0,"CWE-79,CWE-116",361,9.025e-05,1024,0.002048,18,3.6e-05,0.00217425,22.930947065353394
BenchmarkTest00171.java,0,Not vulnerable,660,0.000165,896,0.001792,12,2.4e-05,0.001981,22.928085803985596
BenchmarkTest00139.java,0,"CWE-79,CWE-200,CWE-284",934,0.0002335,1152,0.002304,22,4.4e-05,0.0025815000000000005,22.94717764854431
BenchmarkTest00146.java,0,"CWE-79,CWE-134",406,0.0001015,704,0.001408,18,3.6e-05,0.0015455,22.946726322174072
BenchmarkTest00164.java,0,"CWE-330,CWE-200",707,0.00017675,1024,0.002048,18,3.6e-05,0.0022607499999999997,22.939422369003296
BenchmarkTest00028.java,0,"CWE-22,CWE-73,CWE-200",463,0.00011575,1088,0.002176,22,4.4e-05,0.00233575,23.606561183929443
BenchmarkTest00172.java,0,"CWE-78,CWE-427",536,0.000134,1344,0.002688,18,3.6e-05,0.002858,23.47434163093567
BenchmarkTest00182.java,0,Not vulnerable,970,0.0002425,960,0.00192,12,2.4e-05,0.0021865,23.470505952835083
BenchmarkTest00077.java,0,CWE-78,715,0.00017875,832,0.001664,15,3e-05,0.00187275,23.57744598388672
BenchmarkTest00200.java,0,CWE-200,527,0.00013175,1280,0.00256,14,2.8e-05,0.00271975,23.95723533630371
BenchmarkTest00039.java,0,"CWE-89,CWE-209",571,0.00014275,960,0.00192,18,3.6e-05,0.00209875,24.15212059020996
BenchmarkTest00133.java,0,"CWE-22,CWE-200",543,0.00013575,1024,0.002048,18,3.6e-05,0.00221975,24.06299114227295
BenchmarkTest00134.java,0,Not vulnerable,491,0.00012275,1024,0.002048,12,2.4e-05,0.00219475,24.04597544670105
BenchmarkTest00150.java,0,"CWE-79,CWE-116",392,9.8e-05,1024,0.002048,18,3.6e-05,0.002182,24.035194396972656
BenchmarkTest00034.java,0,"CWE-89,CWE-209",438,0.0001095,960,0.00192,18,3.6e-05,0.0020655,24.18058466911316
BenchmarkTest00183.java,0,"CWE-200,CWE-330",821,0.00020525,1536,0.003072,18,3.6e-05,0.0033132500000000002,24.46676731109619
BenchmarkTest00090.java,0,Not vulnerable,636,0.000159,1024,0.002048,12,2.4e-05,0.002231,24.58194136619568
BenchmarkTest00217.java,0,Not vulnerable,704,0.000176,576,0.001152,12,2.4e-05,0.001352,4.79301381111145
BenchmarkTest00203.java,0,"CWE-89,CWE-79,CWE-200,CWE-209",468,0.000117,896,0.001792,26,5.2e-05,0.001961,24.492268562316895
BenchmarkTest00198.java,0,"CWE-89,CWE-209",502,0.0001255,1152,0.002304,18,3.6e-05,0.0024655000000000002,24.59756851196289
BenchmarkTest00106.java,0,CWE-89,653,0.00016325,1152,0.002304,14,2.8e-05,0.00249525,24.69080638885498
BenchmarkTest00032.java,0,"CWE-89,CWE-200,CWE-209",462,0.0001155,960,0.00192,22,4.4e-05,0.0020795,24.766451597213745
BenchmarkTest00049.java,0,CWE-79,468,0.000117,1088,0.002176,15,3e-05,0.002323,24.851712226867676
BenchmarkTest00166.java,0,CWE-338,672,0.000168,960,0.00192,14,2.8e-05,0.002116,24.780794143676758
BenchmarkTest00195.java,0,"CWE-89,CWE-200,CWE-209",484,0.000121,896,0.001792,22,4.4e-05,0.001957,24.8990318775177
BenchmarkTest00174.java,0,CWE-78,463,0.00011575,1472,0.002944,14,2.8e-05,0.0030877499999999998,24.958924293518066
BenchmarkTest00206.java,0,"CWE-89,CWE-209",673,0.00016825,1408,0.002816,18,3.6e-05,0.00302025,25.046256065368652
BenchmarkTest00091.java,0,"CWE-78,CWE-427",595,0.00014875,1472,0.002944,18,3.6e-05,0.00312875,25.21954846382141
BenchmarkTest00124.java,0,"CWE-327,CWE-209",847,0.00021175,1600,0.0032,18,3.6e-05,0.0034477500000000003,25.21260380744934
BenchmarkTest00220.java,0,Not vulnerable,750,0.0001875,512,0.001024,12,2.4e-05,0.0012354999999999998,5.308384656906128
BenchmarkTest00138.java,0,"CWE-79,CWE-209",760,0.00019,1152,0.002304,18,3.6e-05,0.00253,25.49467658996582
BenchmarkTest00101.java,0,CWE-89,669,0.00016725,1408,0.002816,14,2.8e-05,0.0030112499999999996,25.59766960144043
BenchmarkTest00112.java,0,"CWE-89,CWE-79",604,0.000151,1216,0.002432,18,3.6e-05,0.0026190000000000002,25.674686670303345
BenchmarkTest00204.java,0,"CWE-89,CWE-79,CWE-200,CWE-772",466,0.0001165,1216,0.002432,26,5.2e-05,0.0026005,25.672857761383057
BenchmarkTest00149.java,0,"CWE-79,CWE-116",382,9.55e-05,1216,0.002432,18,3.6e-05,0.0025635000000000002,25.98622155189514
BenchmarkTest00037.java,0,CWE-89,551,0.00013775,1280,0.00256,14,2.8e-05,0.00272575,26.195819854736328
BenchmarkTest00221.java,0,Not vulnerable,544,0.000136,640,0.00128,12,2.4e-05,0.00144,6.138227701187134
BenchmarkTest00007.java,0,CWE-427,434,0.0001085,1344,0.002688,14,2.8e-05,0.0028244999999999998,26.401106357574463
BenchmarkTest00178.java,0,CWE-200,808,0.000202,1536,0.003072,13,2.6e-05,0.0033,26.24694323539734
BenchmarkTest00111.java,0,CWE-89,647,0.00016175,1600,0.0032,14,2.8e-05,0.00338975,26.34397554397583
BenchmarkTest00190.java,0,"CWE-209,CWE-772",529,0.00013225,1152,0.002304,18,3.6e-05,0.00247225,26.33847951889038
BenchmarkTest00018.java,0,"CWE-89,CWE-79,CWE-209,CWE-312",436,0.000109,1280,0.00256,26,5.2e-05,0.0027210000000000003,26.71278166770935
BenchmarkTest00141.java,0,"CWE-327,CWE-759",828,0.000207,1792,0.003584,18,3.6e-05,0.003827,26.600842475891113
BenchmarkTest00102.java,0,"CWE-89,CWE-209",676,0.000169,1344,0.002688,18,3.6e-05,0.0028929999999999997,26.67305088043213
BenchmarkTest00185.java,0,"CWE-330,CWE-200",836,0.000209,1408,0.002816,18,3.6e-05,0.003061,26.811356782913208
BenchmarkTest00186.java,0,"CWE-200,CWE-330",971,0.00024275,1536,0.003072,18,3.6e-05,0.00335075,27.27536177635193
BenchmarkTest00160.java,0,"CWE-338,CWE-200",759,0.00018975,1664,0.003328,18,3.6e-05,0.0035537499999999996,27.382370948791504
BenchmarkTest00163.java,0,"CWE-338,CWE-200",704,0.000176,1856,0.003712,18,3.6e-05,0.0039239999999999995,27.385575771331787
BenchmarkTest00165.java,0,"CWE-330,CWE-200",704,0.000176,1920,0.00384,18,3.6e-05,0.004052,27.43192172050476
BenchmarkTest00120.java,0,"CWE-327,CWE-209",1175,0.00029375,1344,0.002688,18,3.6e-05,0.00301775,27.543373346328735
BenchmarkTest00161.java,0,Not vulnerable,830,0.0002075,1472,0.002944,12,2.4e-05,0.0031755,27.57201313972473
BenchmarkTest00207.java,0,CWE-643,623,0.00015575,1152,0.002304,14,2.8e-05,0.00248775,9.47990369796753
BenchmarkTest00001.java,0,"CWE-22,CWE-200,CWE-209",713,0.00017825,1536,0.003072,22,4.4e-05,0.0032942500000000003,27.937852382659912
BenchmarkTest00181.java,0,"CWE-200,CWE-330",740,0.000185,1664,0.003328,18,3.6e-05,0.0035489999999999996,27.847195863723755
BenchmarkTest00064.java,0,Not vulnerable,639,0.00015975,1792,0.003584,12,2.4e-05,0.0037677500000000003,28.103732347488403
BenchmarkTest00173.java,0,CWE-427,517,0.00012925,1792,0.003584,14,2.8e-05,0.00374125,28.048733949661255
BenchmarkTest00010.java,0,"CWE-330,CWE-200",782,0.0001955,1984,0.003968,18,3.6e-05,0.0041995,28.27518057823181
BenchmarkTest00050.java,0,"CWE-327,CWE-200,CWE-209",1157,0.00028925,1344,0.002688,22,4.4e-05,0.00302125,28.339215517044067
BenchmarkTest00162.java,0,"CWE-330,CWE-200",687,0.00017175,1472,0.002944,18,3.6e-05,0.00315175,28.287681102752686
BenchmarkTest00103.java,0,CWE-89,683,0.00017075,1536,0.003072,14,2.8e-05,0.00327075,28.39068078994751
BenchmarkTest00115.java,0,"CWE-89,CWE-79",672,0.000168,1536,0.003072,18,3.6e-05,0.0032760000000000003,28.454408407211304
BenchmarkTest00118.java,0,Not vulnerable,768,0.000192,1664,0.003328,12,2.4e-05,0.003544,28.466698169708252
BenchmarkTest00046.java,0,"CWE-327,CWE-400",675,0.00016875,1664,0.003328,18,3.6e-05,0.00353275,28.56672477722168
BenchmarkTest00184.java,0,"CWE-330,CWE-200",819,0.00020475,1920,0.00384,18,3.6e-05,0.004080749999999999,28.476150274276733
BenchmarkTest00140.java,0,"CWE-330,CWE-200",756,0.000189,1984,0.003968,18,3.6e-05,0.004193,28.55811882019043
BenchmarkTest00020.java,0,"CWE-327,CWE-209",1141,0.00028525,1600,0.0032,18,3.6e-05,0.00352125,28.731025218963623
BenchmarkTest00167.java,0,"CWE-330,CWE-200",720,0.00018,1984,0.003968,18,3.6e-05,0.004183999999999999,28.658427715301514
BenchmarkTest00284.java,0,CWE-79,344,8.6e-05,512,0.001024,14,2.8e-05,0.001138,4.610867977142334
BenchmarkTest00168.java,0,"CWE-330,CWE-200",706,0.0001765,1280,0.00256,18,3.6e-05,0.0027725000000000002,28.69083261489868
BenchmarkTest00276.java,0,CWE-79,373,9.325e-05,448,0.000896,14,2.8e-05,0.00101725,5.316848993301392
BenchmarkTest00117.java,0,Not vulnerable,846,0.0002115,1984,0.003968,12,2.4e-05,0.0042035,28.87927484512329
BenchmarkTest00067.java,0,CWE-330,1075,0.00026875,1984,0.003968,14,2.8e-05,0.00426475,29.016611337661743
BenchmarkTest00130.java,0,"CWE-327,CWE-209,CWE-200",888,0.000222,1920,0.00384,22,4.4e-05,0.004106,29.048897981643677
BenchmarkTest00127.java,0,"CWE-327,CWE-200,CWE-209",868,0.000217,1792,0.003584,22,4.4e-05,0.0038450000000000003,29.132777452468872
BenchmarkTest00023.java,0,"CWE-330,CWE-200",672,0.000168,1664,0.003328,18,3.6e-05,0.003532,29.370762586593628
BenchmarkTest00261.java,0,Not vulnerable,677,0.00016925,512,0.001024,12,2.4e-05,0.0012172499999999998,6.872385501861572
BenchmarkTest00114.java,0,Not vulnerable,626,0.0001565,1600,0.0032,12,2.4e-05,0.0033805000000000003,29.318859100341797
BenchmarkTest00129.java,0,"CWE-327,CWE-209",810,0.0002025,1920,0.00384,18,3.6e-05,0.0040785,29.326488494873047
BenchmarkTest00056.java,0,"CWE-327,CWE-200,CWE-209",1388,0.000347,2048,0.004096,22,4.4e-05,0.004487,29.452674388885498
BenchmarkTest00281.java,0,Not vulnerable,396,9.9e-05,640,0.00128,12,2.4e-05,0.001403,5.31499171257019
BenchmarkTest00060.java,0,"CWE-22,CWE-73,CWE-200",625,0.00015625,1536,0.003072,22,4.4e-05,0.0032722500000000004,29.56888723373413
BenchmarkTest00080.java,0,"CWE-338,CWE-330",854,0.0002135,2048,0.004096,18,3.6e-05,0.0043454999999999995,29.609670639038086
BenchmarkTest00287.java,0,CWE-79,375,9.375e-05,448,0.000896,14,2.8e-05,0.00101775,5.069026708602905
BenchmarkTest00227.java,0,Not vulnerable,1018,0.0002545,896,0.001792,12,2.4e-05,0.0020705000000000003,8.933963775634766
BenchmarkTest00002.java,0,"CWE-22,CWE-73",604,0.000151,1344,0.002688,18,3.6e-05,0.002875,29.811765909194946
BenchmarkTest00188.java,0,"CWE-200,CWE-338",763,0.00019075,2112,0.004224,18,3.6e-05,0.00445075,29.818453550338745
BenchmarkTest00179.java,0,"CWE-200,CWE-330",746,0.0001865,2240,0.00448,18,3.6e-05,0.004702499999999999,30.037320137023926
BenchmarkTest00110.java,0,"CWE-113,CWE-400,CWE-209",831,0.00020775,1920,0.00384,22,4.4e-05,0.00409175,30.127716779708862
BenchmarkTest00292.java,0,CWE-79,404,0.000101,448,0.000896,14,2.8e-05,0.001025,5.347719430923462
BenchmarkTest00277.java,0,Not vulnerable,578,0.0001445,448,0.000896,12,2.4e-05,0.0010645,6.592577695846558
BenchmarkTest00059.java,0,"CWE-327,CWE-798,CWE-200",973,0.00024325,1984,0.003968,22,4.4e-05,0.00425525,30.272606134414673
BenchmarkTest00082.java,0,CWE-330,850,0.0002125,2432,0.004864,12,2.4e-05,0.0051005,30.371763467788696
BenchmarkTest00068.java,0,"CWE-200,CWE-330",870,0.0002175,2240,0.00448,18,3.6e-05,0.004733499999999999,30.48535990715027
