file_name,error,cwes,input_token,input_cost,reasoning_token,reasoning_cost,output_token,output_cost,total_cost,analysis_time
BenchmarkTest00026.java,0,CWE-89,530,0.000212,0,0.0,421,0.0006736,0.0008856000000000001,13.548238754272461
BenchmarkTest00045.java,0,"CWE-22,CWE-73",444,0.00017760000000000003,0,0.0,506,0.0008096000000000001,0.0009872000000000001,14.25937294960022
BenchmarkTest00008.java,0,"CWE-89,CWE-209",460,0.000184,0,0.0,470,0.000752,0.000936,14.551556825637817
BenchmarkTest00028.java,0,"CWE-22,CWE-73",494,0.00019760000000000003,0,0.0,439,0.0007024,0.0009000000000000001,15.582903385162354
BenchmarkTest00018.java,0,"CWE-89,CWE-209",467,0.00018680000000000001,0,0.0,545,0.000872,0.0010588000000000001,15.803941249847412
BenchmarkTest00049.java,0,CWE-79,499,0.00019960000000000003,0,0.0,566,0.0009056,0.0011052,16.278554439544678
BenchmarkTest00032.java,0,CWE-89,493,0.00019720000000000002,0,0.0,573,0.0009168000000000001,0.001114,16.296107530593872
BenchmarkTest00052.java,0,"CWE-89,CWE-209",487,0.00019480000000000002,0,0.0,577,0.0009232,0.001118,16.359020471572876
BenchmarkTest00051.java,0,CWE-77,492,0.0001968,0,0.0,509,0.0008144000000000001,0.0010112,16.517128229141235
BenchmarkTest00036.java,0,CWE-79,463,0.00018520000000000003,0,0.0,477,0.0007632,0.0009484000000000001,16.54082417488098
BenchmarkTest00048.java,0,CWE-79,501,0.0002004,0,0.0,540,0.000864,0.0010644,16.553637981414795
BenchmarkTest00034.java,0,"CWE-89,CWE-209",469,0.00018760000000000003,0,0.0,526,0.0008416000000000001,0.0010292,16.649401664733887
BenchmarkTest00039.java,0,CWE-89,602,0.0002408,0,0.0,566,0.0009056,0.0011464000000000001,16.64760136604309
BenchmarkTest00043.java,0,CWE-89,465,0.000186,0,0.0,498,0.0007968000000000001,0.0009828,16.775904893875122
BenchmarkTest00011.java,0,Not vulnerable,455,0.000182,0,0.0,578,0.0009248,0.0011068,16.90357780456543
BenchmarkTest00013.java,0,"CWE-134,CWE-79",388,0.0001552,0,0.0,627,0.0010032,0.0011584000000000002,17.019556999206543
BenchmarkTest00001.java,0,CWE-22,744,0.0002976,0,0.0,605,0.000968,0.0012656,17.240986108779907
BenchmarkTest00027.java,0,"CWE-89,CWE-209",430,0.000172,0,0.0,577,0.0009232,0.0010952,17.33753252029419
BenchmarkTest00044.java,0,"CWE-90,CWE-79",703,0.0002812,0,0.0,609,0.0009744,0.0012556,17.329859495162964
BenchmarkTest00024.java,0,"CWE-89,CWE-209",482,0.00019280000000000002,0,0.0,700,0.00112,0.0013127999999999998,17.497551441192627
BenchmarkTest00033.java,0,"CWE-89,CWE-200",563,0.00022520000000000003,0,0.0,647,0.0010352,0.0012604,17.994662761688232
